stationid	new_part	shahrestan	subbasin_i	Longitude	Latitude	new_elevation
99263	2	319	16	48.236173	37.589225	1176
99266	2	240	42	58.22672	37.220976	1195
99268	2	397	15	49.893775	37.430856	-22
99270	2	239	42	57.837517	37.434802	1053
99271	2	422	35	54.718505	37.451992	12
99272	2	397	14	49.644329	37.201839	27
99276	2	406	26	50.016241	37.19221	-28
99277	1	130	34	55.797425	37.188015	1355
99278	2	32	314	45.413642	36.945876	1296
99280	2	61	44	45.895088	36.006822	1592
99281	2	405	14	48.986156	37.150622	1055
99282	2	400	26	50.324142	37.124949	-28
99283	2	363	17	46.986924	37.136242	1902
99284	2	358	317	46.09475	37.169192	1302
99287	1	235	535	57.494609	37.048817	1202
99288	2	21	315	45.13635	37.057616	1409
99289	2	265	597	59.772091	36.997231	921
99292	2	31	317	46.085357	37.007761	1295
99295	1	237	534	56.337859	36.961663	951
99298	2	8	16	48.940806	36.934274	621
99299	2	115	32	53.837006	36.737656	2
99300	2	414	33	54.897684	36.901185	172
99301	2	121	24	50.206256	36.538997	966
99302	2	401	26	49.909846	36.885465	1452
99303	2	121	24	50.487316	36.446839	1635
99304	2	411	32	53.957008	36.779229	-16
99306	2	97	31	53.386105	36.855743	-23
99308	2	111	28	52.160003	36.608741	-22
99309	2	94	29	52.467392	36.479873	24
99310	2	117	340	49.217611	35.56348	2035
99312	2	6	18	48.397296	36.688046	1574
99314	2	27	319	46.576112	36.666719	1392
99315	1	264	522	58.478138	35.487515	1719
99317	2	399	15	49.422082	36.81739	183
99319	2	121	25	49.18528	36.651327	1241
99320	2	39	365	51.171052	35.749531	1304
99321	2	311	24	50.769747	36.180282	1882
99324	1	250	532	57.073959	36.645084	1328
99327	2	119	338	50.067115	35.77376	1213
99331	2	39	365	51.386892	35.746014	1415
99332	2	22	318	46.23159	36.52711	1386
99334	2	7	18	48.75944444	36.53083333	1765
99335	2	4	21	48.210953	35.849257	1560
99336	1	130	538	55.633056	36.41387	1083
99340	2	94	29	52.154607	35.879093	2144
99348	2	112	28	51.72823	36.388895	1517
99355	2	121	338	49.8994	36.25	1280
99356	1	245	509	57.961977	35.273159	1006
99357	2	111	29	51.800983	36.197497	2104
99360	2	102	30	53.061783	36.103614	642
99361	2	102	30	52.842695	36.070574	1793
99365	2	121	338	49.647154	36.37864	1529
99366	2	43	368	51.642511	35.831604	1829
99367	2	120	338	49.67741	36.051986	1279
99368	2	116	338	50.538611	36.01951	1221
99369	2	40	367	52.052521	35.715638	2046
99370	2	45	498	52.586861	35.702527	2970
99372	1	89	344	50.374277	35.079667	1110
99373	2	313	365	50.937884	35.779619	1263
99375	2	44	365	51.019656	35.663743	1164
99380	2	428	21	48.198856	35.223433	2094
99382	2	64	23	46.811816	35.765306	1921
99384	2	430	99	48.412539	34.143017	1672
99385	2	426	347	49.024499	35.350833	1804
99386	1	128	496	53.353332	35.775352	1952
99387	2	427	347	48.986051	35.116093	1641
99388	2	431	347	48.988532	34.85439	1650
99396	2	310	337	50.746581	36.00631	1618
99398	1	88	334	50.477674	35.303163	1289
99401	1	276	457	58.47964	33.857737	1409
99402	1	275	573	60.009516	33.603914	1020
99405	1	131	500	52.07914	35.337761	1066
99406	1	49	366	51.63221	35.343752	924
99407	1	271	512	57.417204	33.853576	888
99409	2	84	345	50.037272	34.683978	1975
99410	2	82	356	50.012454	34.51858	2066
99412	2	89	343	49.817937	35.112173	1552
99413	1	122	333	50.8	34.96666667	948
99414	1	122	333	50.89919	35.091421	930
99417	2	197	362	50.261202	33.4769	1867
99421	1	195	545	51.930693	33.489751	1683
99422	2	423	98	48.099323	34.753124	1548
99424	1	0	0	49.692585	34.496736	1786
99425	2	69	89	46.894158	34.787547	1416
99426	1	122	342	51.182472	34.782317	818
99427	2	223	90	46.504016	34.799794	1367
99428	2	222	47	46.144983	34.749682	1231
99429	2	227	95	47.585561	34.760034	1678
99430	2	229	60	45.644855	33.881471	296
99431	2	232	92	47.547484	34.272409	1556
99432	2	92	350	49.314388	34.710261	1743
99433	2	166	60	46.360013	33.763163	1286
99434	1	247	606	60.778801	34.754555	812
99435	2	229	57	45.593207	34.509166	358
99436	1	244	513	58.180083	34.510857	1270
99437	1	273	469	58.45	32.91666667	1115
99438	2	80	73	47.647432	33.524381	1189
99439	2	86	350	49.184272	34.406711	1709
99440	1	122	359	50.86951	34.403832	1407
99441	2	90	352	49.428189	33.953027	1890
99442	1	274	576	60.020903	32.912264	1501
99443	2	85	363	50.069245	33.623429	1841
99444	2	77	140	49.003813	33.523151	1537
99445	2	71	143	49.413269	33.44757	1881
99446	2	301	105	48.875018	32.033598	62
99447	1	185	373	51.174946	33.451822	2006
99448	1	275	569	59.809785	33.423735	1704
99449	1	185	371	51.481164	33.078915	1666
99452	2	196	383	50.649924	32.756749	2151
99454	2	234	56	45.938702	34.136179	820
99455	2	288	111	49.854479	31.849576	827
99456	2	299	144	48.641158	30.657197	7
99459	2	336	134	51.29915	31.978914	2250
99461	1	87	360	50.685531	33.977392	1524
99463	2	170	80	46.828679	33.559967	850
99466	2	173	81	46.578559	33.791734	1013
99468	2	77	140	48.869425	33.734843	1496
99471	2	74	74	48.403342	33.63752	1724
99473	1	193	493	54.378783	33.611027	895
99474	2	78	79	47.505074	33.287225	1075
99475	2	74	74	48.27944444	33.43388889	1152
99482	2	181	362	50.321498	33.209332	2313
99484	2	0	372	50.975144	33.09704	1930
99485	2	74	74	48.36666667	33.4	1214
99488	2	164	65	47.422661	32.996013	925
99489	2	188	380	50.127176	32.939653	2550
99493	2	286	136	48.253274	32.669569	358
99496	1	180	370	51.53444444	32.71416667	1626
99497	1	194	374	51.388649	32.604319	1630
99499	1	277	579	59.790296	32.609124	1845
99501	2	74	139	48.886101	33.214102	995
99502	2	72	139	49.184002	33.185552	1683
99503	2	338	378	50.894591	32.499932	1872
99504	2	338	378	50.874475	32.436626	2056
99505	1	176	369	52.655106	32.433133	1486
99506	1	192	377	51.451156	32.359335	1683
99507	1	191	377	51.377459	32.39914	1717
99508	2	303	108	49.085722	32.334656	369
99509	2	339	131	50.93077	32.297695	2070
99511	1	18	550	53.983191	32.218472	1117
99512	2	340	129	50.550945	32.275101	2056
99513	2	308	107	48.809588	32.223314	62
99514	2	300	68	48.239232	32.194436	70
99515	2	184	116	51.548504	31.417279	2450
99516	1	364	388	52.128673	31.529858	2184
99518	2	335	127	50.662918	32.006892	1866
99522	1	13	463	56.046265	31.841109	1435
99523	2	336	124	51.06084	31.930777	2240
99527	2	288	112	50.280834	31.708349	1458
99528	1	17	550	54.43682	31.592745	1486
99532	1	218	562	56.26666667	31.41666667	2003
99534	1	205	466	56.808761	31.25196	1180
99535	2	287	103	48.544672	31.246305	15
99536	2	288	489	59.325159	31.20049	821
99537	2	306	152	49.705961	30.24929	8
99538	2	283	152	49.827896	30.697528	129
99539	1	10	417	53.2267	31.120091	1543
99547	1	149	586	61.722604	31.129475	486
99549	1	209	564	56.601292	30.780439	1676
99550	1	203	438	57.759517	28.701437	711
99552	2	54	149	50.097018	30.952703	758
99555	2	56	118	51.467427	30.839938	2128
99561	1	368	424	53.609175	30.476068	2244
99562	1	206	555	55.936507	30.386251	1516
99565	2	60	160	50.982645	30.302928	665
99566	2	377	167	52.006759	30.234018	2205
99574	1	15	425	54.384158	30.021775	1632
99575	2	387	400	52.889057	29.91994	1614
99576	1	201	558	56.574862	29.946255	1997
99579	2	365	391	53.279593	29.935669	1677
99580	2	388	163	51.544177	30.080072	954
99583	1	216	474	57.73333333	29.85	1812
99586	1	136	486	59.98747	29.863742	1122
99590	1	375	249	54.428987	28.365345	1019
99594	2	0	171	50.508237	29.559821	7
99597	2	376	415	53.220118	29.28374	1557
99600	2	328	170	51.243319	29.328603	95
99601	1	373	248	55.212603	28.290244	893
99607	2	366	397	54.04869	29.140574	1732
99608	1	145	590	61.444389	29.023824	844
99612	2	369	217	53.07992	29.005529	1370
99621	2	230	88	47.292787	34.331434	1359
99623	1	137	586	61.674449	30.897736	491
99625	1	198	242	56.37564	28.439557	1041
99630	2	381	192	52.55175	28.885807	1366
99634	2	382	203	53.058494	28.47763	759
99638	2	381	192	53.41909	27.872807	683
99646	2	369	207	53.517092	28.482889	1081
99649	1	132	451	60.11	27.85	1058
99650	1	139	306	61.402065	26.245424	407
99656	1	159	280	57.185492	27.45944	215
99660	1	140	595	62.3	27.17	1088
99665	1	163	258	53.043045	27.217228	55
99666	2	0	254	54.36037	27.2086	400
99674	2	0	253	55.571313	26.951536	25
99675	1	0	267	56.280799	26.947774	8
99680	1	153	290	57.897722	26.457126	741
99686	1	160	288	57.08333333	26.5	8
99688	1	154	261	54.89722222	26.56527778	9
100001	2	326	179	51.07	28.9492	22
100023	2	300	135	48.57	31.87	36
100027	2	380	213	54.0497	28.9497	1395
100028	1	268	530	59.0167	36.1333	1331
100032	1	122	359	50.7167	34.2833	1683
100036	1	157	240	55.8333	28.62	1486
100040	2	300	136	48.25	32.2197	87
100043	1	124	539	54.2197	35.8997	1168
100052	2	365	391	53.3167	29.9167	1630
100053	2	282	410	48.25	30.35	6
100056	2	7	18	48.77	36.37	1945
100081	2	352	327	47.28	37.92	1632
100083	2	286	136	48.3697	32.7197	487
100087	2	331	168	50.15	30.05	9
100088	1	163	258	53.0497	27.1997	61
100091	1	158	253	55.6	26.9497	6
100098	2	61	44	45.9	36.0	1530
100104	1	152	254	54.3697	27.1997	402
100109	1	244	511	58.166667	34.3	1633
100120	2	354	332	45.9	37.4167	1278
100125	2	328	189	51.6833	28.82	558
100129	1	271	512	57.4297	33.88	869
100135	1	155	274	56.92	27.4297	55
100146	2	165	61	46.17	33.78	1122
100157	1	193	493	54.32	33.5497	956
100174	1	255	526	56.8997	36.35	933
100177	2	40	367	51.9697	35.77	2192
100178	1	159	280	57.2	27.42	168
100188	2	353	331	45.38	38.3	1357
100195	2	330	257	51.7833	27.95	42
100207	1	235	535	57.5	37.0833	1287
100213	2	366	397	54.03	29.12	1779
100222	2	240	42	58.2667	37.2167	1198
100233	1	131	500	51.9167	35.4167	1145
100235	2	350	4	45.6497	38.8297	974
100248	2	36	7	45.02	38.88	1093
100257	2	27	319	46.75	36.7	2336
100260	2	4	21	48.5497	35.7997	1778
100264	2	68	22	47.7997	35.17	1901
100278	2	336	123	51.2	31.57	2048
100279	2	291	144	48.9697	30.7697	14
100294	2	357	4	45.68	38.65	1469
100303	2	306	152	49.7197	30.23	10
100316	2	286	136	48.2297	32.6797	416
100317	2	329	182	51.4833	28.4667	21
100319	2	30	316	45.75	36.85	1293
100322	2	66	321	46.7297	36.13	1906
100335	1	250	532	57.03	36.6	1699
100338	1	148	580	60.75	30.25	793
100346	1	217	436	57.72	27.92	551
100351	2	400	26	50.38	37.07	-28
100375	2	378	412	52.58	29.53	1496
100404	2	329	182	51.38	28.6497	49
100405	2	287	144	48.8297	31.07	12
100422	2	383	174	51.9797	29.42	959
100429	1	260	599	61.05	36.1667	463
100432	2	43	368	51.78	35.82	2128
100455	2	179	375	50.9797	32.7997	2017
100459	2	289	148	49.8297	31.37	480
100463	1	130	538	55.6497	36.3997	1128
100489	2	287	104	48.7	31.4697	12
100503	2	21	315	45.0797	37.03	1468
100515	2	400	26	50.25	36.87	1543
100522	2	33	9	45.07	39.35	796
100525	2	286	71	48.1	32.78	554
100537	2	387	400	52.6331	30.1831	1624
100541	1	205	466	56.88	31.25	1158
100543	1	369	224	53.9294	28.37	1308
100563	2	321	2	48.67	38.2197	1581
100570	2	116	338	50.6197	36.1197	1923
100575	2	27	319	46.7	36.52	1722
100577	2	361	17	46.7	37.2997	1838
100596	2	35	10	44.27	39.2997	2100
100601	1	216	473	57.7297	30.42	403
100605	2	121	24	50.5333	36.3833	1576
100610	2	41	365	51.0797	35.4797	1033
100625	2	170	80	46.82	33.5497	766
100629	1	138	594	62.3667	27.2333	1137
100638	1	254	532	58.07	36.5	1184
100649	2	263	42	58.7167	37.1833	1495
100664	1	146	295	59.8297	26.28	413
100671	1	179	374	51.13	32.7	1863
100677	2	246	602	59.3667	36.3167	1348
100682	2	362	3	46.6	38.48	1903
100703	2	116	338	50.53	36.1197	1573
100710	1	364	418	52.77	31.07	1938
100714	1	40	497	52.45	35.67	2384
100718	2	334	560	50.52	29.57	11
100736	2	187	380	50.4	32.85	2138
100740	2	9	19	47.87	36.42	1422
100756	1	138	588	62.75	28.0833	496
100790	2	43	368	51.62	35.82	1712
100794	2	291	144	49.03	30.67	12
100804	1	131	497	52.25	35.35	1400
100815	1	130	538	55.85	36.67	999
100826	1	130	34	55.83	37.17	1363
100827	1	125	495	53.22	35.45	1110
100828	1	48	335	50.5	35.5667	1436
100834	1	122	333	51.08	35.15	981
100839	2	39	365	51.45	35.63	1097
100845	2	40	367	52.05	35.6667	1891
100861	2	263	42	58.77	37.2	1620
100897	2	241	40	56.92	37.58	722
100909	2	417	37	56.0497	37.8331	455
100910	2	69	53	47.15	35.05	1615
100912	2	238	36	56.8667	38.2	1046
100927	1	242	34	56.02	37.3297	951
100934	1	132	480	60.3	28.12	1337
101003	1	259	527	57.13	36.02	853
101007	1	268	530	58.6667	36.0667	1112
101011	1	242	534	56.35	37.25	1591
101018	1	133	481	60.43	28.48	1389
101037	2	405	14	49.33	37.23	21
101039	2	66	318	46.2	36.45	1458
101041	1	201	558	56.82	29.53	2839
101056	2	65	50	46.42	35.33	2164
101066	2	431	349	48.83	34.83	2141
101086	2	428	348	48.7297	35.2197	1671
101091	1	148	580	61.2333	30.8333	470
101105	2	431	347	49.02	34.85	1624
101115	2	66	321	46.77	36.15	2051
101139	1	211	555	55.02	30.48	2390
101152	1	191	377	51.38	32.4	1710
101153	2	335	126	50.38	31.98	2197
101154	2	120	338	49.58	35.97	1312
101160	1	268	530	58.7	36.27	1183
101170	2	427	347	48.9667	35.1	1637
101180	2	240	42	58.17	37.1497	1377
101181	2	31	319	46.28	36.95	1348
101184	2	25	45	45.33	36.38	1716
101198	1	216	559	57.27	30.27	2215
101201	1	218	562	56.28	31.42	2012
101208	1	157	240	55.83	28.7	1598
101220	2	188	137	50.23	32.72	2587
101222	2	184	116	51.37	31.28	2299
101234	2	366	396	53.91	29.23	1614
101256	2	368	404	53.72	30.2	2516
101267	1	243	607	60.2167	34.9	1619
101277	2	119	338	50.17	35.78	1174
101282	2	121	24	50.43	36.45	1703
101284	2	116	338	50.1667	36.15	1217
101289	2	300	70	48.15	32.32	92
101303	1	279	511	58.15	34.02	1267
101309	2	7	18	48.8	36.5	1766
101310	2	266	602	59.7997	36.4797	1224
101314	1	280	570	59.17	33.7	1481
101317	2	66	321	46.07	36.15	1616
101335	2	299	144	48.67	30.65	9
101349	1	280	569	59.78	33.65	1198
101351	1	259	527	57.42	36.03	931
101352	1	245	521	58.17	35.42	1460
101356	2	239	38	57.781858	37.633136	1427
101362	1	50	366	51.7	35.53	1121
101370	1	122	333	51.15	35.15	919
101372	1	123	497	52.43	35.22	879
101374	1	129	496	53.33	35.67	1459
101379	2	40	501	52.17	35.63	1981
101381	1	122	358	51.23	34.53	816
101383	1	147	580	61.4	31.1	470
101390	2	240	42	58.22	37.02	1898
101410	2	117	341	49.12	35.77	1692
101422	2	3	20	48.3	36.43	1763
101429	2	324	0	48.0497	39.0167	1080
101441	2	62	19	47.75	36.28	1660
101462	2	65	50	46.37	35.32	1446
101481	2	285	109	49.43	32.2	756
101496	2	426	347	49.3	35.37	2028
101507	2	121	24	50.53	36.37	2074
101511	1	148	580	60.87	30.2	560
101513	1	146	304	60.7	26.58	977
101535	2	358	317	46.2667	37.2	1706
101541	2	2	339	49.2	36.15	1562
101560	2	35	0	48.3667	39.3667	77
101567	2	360	327	46.8333	38.27	1623
101575	2	20	313	45.33	37.23	1292
101587	2	383	174	51.83	29.4	736
101591	2	331	168	50.28	29.83	7
101594	1	332	229	52.6	27.47	0
101595	1	332	258	52.78	27.35	13
101608	1	49	366	51.62	35.38	945
101610	1	281	582	60.08	31.07	1183
101621	1	270	517	58.7	34.35	1088
101622	2	300	135	48.43	31.85	36
101650	1	162	277	56.9167	27.1667	7
101659	1	162	286	56.97	26.92	8
101661	1	155	274	56.87	27.47	34
101723	2	364	419	52.2997	31.2167	2608
101729	1	332	258	52.8	27.33	9
101730	1	389	255	52.94	27.51	434
101748	2	80	79	47.18	33.38	905
101756	2	429	141	48.7	34.1	2093
101812	2	308	107	48.82	32.23	54
101816	2	282	144	48.58	30.2	10
101821	2	303	107	49.08	32.33	359
101823	2	288	112	50.27	31.72	1459
101825	2	285	112	49.78	32.28	1668
101875	1	185	361	51.02	33.63	2141
101879	2	374	161	51.47	30.42	1446
101882	2	55	118	51.3	30.88	1678
101900	2	55	161	51.37	30.5	2034
101917	2	40	501	52.2	35.5667	1880
101943	1	216	474	57.7	29.87	2012
101976	2	401	26	49.93	36.9	1622
101977	2	120	338	49.8	36.2	1259
101978	2	346	3	47.02	38.38	1671
101993	2	20	309	44.7833	37.9833	1866
102003	2	328	169	50.97	29.63	232
102022	2	377	167	51.9697	30.35	2909
102049	1	162	274	56.9833	27.3833	118
102056	1	153	290	57.9	26.48	744
102066	1	45	497	52.47	35.45	2113
102075	1	125	495	53.17	35.38	1014
102120	2	328	170	51.3833	29.3167	990
102205	2	286	136	48.25	32.8	965
102235	2	20	311	44.79	37.58	1628
102260	2	8	16	48.8	36.98	413
102285	1	210	435	56.08	29.83	2663
102344	1	87	360	50.6331	34.0667	1440
102360	2	165	60	45.88	33.58	373
102373	2	184	116	51.57	31.42	2512
102376	2	66	318	46.05	36.43	1423
102387	2	26	308	44.63	38.3	2428
102403	2	56	113	51.03	31.18	2111
102406	2	56	118	51.33	30.98	2146
102409	2	60	160	50.78	30.23	691
102414	2	54	149	50.08	30.9	642
102424	1	148	586	61.3833	30.7667	487
102425	1	136	488	60.1	30.5833	1337
102427	1	149	586	61.75	31.13	484
102467	2	330	257	51.78	27.97	30
102469	2	328	170	51.52	29.27	748
102475	1	42	333	51.1	35.2	1001
102483	2	39	365	51.37	35.6	1058
102518	1	162	286	57.07	27.03	13
102539	1	154	253	55.3	26.9	29
102540	1	160	288	57.2833	25.9	0
102545	2	400	26	50.3	36.98	368
102564	2	383	172	51.5831	29.8667	912
102579	2	121	25	49.18	36.67	980
102584	2	121	338	50	36.47	2041
102585	2	121	338	50.1833	36.3833	1990
102586	2	121	338	49.72	36.38	1530
102588	2	119	338	49.77	35.78	1374
102637	1	257	518	59.23	34.72	905
102669	1	270	568	59.2667	34.2667	919
102684	1	276	457	58.3167	33.7833	1318
102717	2	66	320	46.68	36.37	1632
102724	2	45	498	52.5833	35.7	2961
102751	2	326	179	51.4333	28.7833	360
102778	2	55	151	51.1	30.75	2486
102859	1	210	435	55.98	28.98	1780
102879	2	55	408	51.8667	30.6	2408
102882	2	56	118	51.4	30.88	2346
102888	2	344	324	45.92	37.65	1637
102963	1	213	283	57.05	28.0667	968
102975	2	59	159	51.08	30.68	1945
102977	2	60	168	50.7	30.1	778
102978	2	57	156	50.5667	30.5667	470
102992	2	285	112	49.6	32.47	1321
102996	2	307	67	47.9333	31.5167	10
103061	2	6	19	47.98	36.8	1974
103086	1	140	595	61.4667	27.6667	1357
103126	1	371	405	52.8997	30.7697	2807
103130	1	390	429	54.4297	29.3997	2008
103140	2	368	404	53.4167	30.4667	2509
103164	2	369	207	53.55	28.55	1029
103167	2	370	400	53.27	29.6297	1565
103183	2	333	587	52.23	27.7	29
103187	2	327	185	52.25	28.0	678
103269	1	176	387	52.18	31.77	1867
103311	1	386	255	53.07	27.32	1231
103355	1	195	544	51.8	33.37	2148
103400	2	26	308	44.98	38.22	1283
103463	2	378	220	52.2197	29.73	2488
103483	1	155	229	55.9	27.1	63
103500	2	21	314	45.22	37.03	1402
103501	2	64	23	46.87	36.27	2033
103506	1	145	589	61.08	28.63	2915
103520	2	55	118	51.7	30.68	2902
103521	1	235	537	57.92	36.6797	1208
103570	2	300	68	48.05	32.07	98
103627	2	378	412	52.5497	29.6331	1550
103657	1	267	518	59	34.9	963
103672	2	344	332	45.8667	37.75	1271
103686	2	378	413	52.6667	29.3831	1483
103687	2	297	144	49.4	30.9	22
103688	2	411	32	53.8831	36.7331	15
103690	2	166	60	46.3167	33.8167	1183
103693	1	206	555	55.6167	30.5167	1489
103694	1	216	559	57.1	30.2667	1774
103696	2	184	115	51.6667	30.9333	2254
103712	1	203	478	57.5	29.1167	2742
103721	1	211	557	54.8667	30.6833	2225
103722	2	263	42	58.7	37.2167	1562
103723	2	55	408	51.7833	30.7	2830
103724	2	68	22	47.7833	35.2167	1875
103727	2	336	124	51.1333	31.8167	2219
103739	2	381	192	52.6	28.8667	1839
103740	2	388	169	50.95	29.9831	607
103745	2	184	115	51.6667	30.9333	2254
103749	1	216	559	57.2667	30.3	2232
111020	2	97	31	53.96	36.6	1395
111030	2	97	31	53.88	36.6	1030
111032	2	97	31	53.83	36.55	1687
111033	2	115	32	53.8	36.68	669
111036	2	101	31	53.78	36.27	1428
111038	2	115	32	53.73	36.75	-18
111040	2	113	31	53.717	36.4	1589
111042	2	128	539	53.65	36.01	2360
111045	2	113	31	53.58	36.4	1136
111048	2	101	31	53.55	36.23	1410
111050	2	101	31	53.51	36.1	1344
111051	2	113	31	53.47	36.47	720
111052	2	97	32	53.42	36.85	-19
111053	2	101	31	53.35	36.37	903
111054	2	113	31	53.32	36.62	113
111055	2	97	31	53.3	36.8	-21
111056	2	113	31	53.3	36.65	61
111057	2	101	31	53.27	36.15	862
111059	2	110	31	53.25	36.55	221
111060	2	101	31	53.15	36.28	670
111062	2	101	31	53.13	36.43	217
111063	2	102	31	53.1	36.27	680
111064	2	102	30	53.08	36.13	1084
111065	2	102	30	53.07	35.95	2250
111066	2	101	30	53.05	36.53	117
111067	2	101	31	53.03	36.7	-24
111070	2	102	30	53.01	36.28	760
111073	2	101	31	53.5	36.08	1936
111075	2	97	32	53.48	36.62	696
111080	2	101	31	53	36.58	7
111090	2	107	30	53	36.43	203
111094	2	102	30	53	36.1	969
111096	2	102	30	52.98	36.23	636
111100	2	102	30	52.97	35.85	2314
111110	2	102	30	52.96	36.0	2381
111112	2	103	30	52.95	36.37	246
111114	2	107	30	52.93	36.48	43
111115	2	99	30	52.9	36.68	-24
111116	2	99	30	52.88	36.6	-10
111117	2	107	30	52.88	36.48	36
111118	2	103	30	52.88	36.32	216
111119	2	103	30	52.88	36.32	216
111120	2	103	29	52.86	36.2	412
111122	2	107	30	52.85	36.52	12
111126	2	103	29	52.85	36.2	326
111130	2	103	30	52.8167	36.3667	129
111134	2	104	30	52.8	36.58	-9
111135	2	101	31	53.16	36.35	556
111136	2	102	30	52.77	36.01	2253
111140	2	103	29	52.73	36.21	528
111144	2	95	29	52.73	36.35	65
111145	2	95	29	52.7	36.1	1812
111150	2	95	29	52.65	36.467	10
111152	2	95	29	52.65	36.38	76
111154	2	95	29	52.65	36.2	651
111155	2	107	30	52.91	36.46	55
111156	2	95	29	52.62	36.3	287
111160	2	95	29	52.583	36.117	2006
111161	2	95	29	52.57	36.52	1
111162	2	95	29	52.57	36.01	3157
111164	2	95	29	52.55	36.47	15
111166	2	95	29	52.55	36.37	96
111168	2	94	29	52.47	36.43	53
111169	2	94	29	52.4697	36.03	2835
111170	2	94	29	52.47	36.07	2393
111180	2	94	29	52.46	36.18	1254
111190	2	94	29	52.45	36.0	3430
111192	2	94	29	52.43	36.35	256
111193	2	109	29	52.3833	36.6333	-14
111194	2	109	29	52.38	36.58	4
111196	2	94	29	52.38	36.52	26
111197	2	109	29	52.37	36.58	0
111198	2	94	29	52.37	36.55	10
111200	2	94	29	52.35	36.43	142
111210	2	94	28	52.3	36.4	183
111215	2	94	29	52.27	35.98	1616
111220	2	109	29	52.26	36.56	-7
111230	2	94	29	52.25	35.91	1716
111232	2	109	29	52.23	36.6	-17
111234	2	94	29	52.2	35.81666667	2761
111236	2	94	29	52.18	36.03	2267
111238	2	94	29	52.15	35.87	1858
111240	2	94	29	52.13	36.1	1925
111250	2	111	28	52.11	36.33	1242
111260	2	111	28	52.12	36.43	357
111263	2	94	29	52.46	36.43	56
111270	2	111	28	52.03	36.38	694
111273	2	95	29	52.53	36.37	107
111280	2	111	29	52.008333	36.233333	2604
111284	2	94	29	52	35.93	2678
111286	2	111	28	51.9667	36.5667	-19
111288	2	112	28	51.73	36.43	1471
111290	2	111	29	51.71	36.1	2476
111292	2	111	29	51.6	36.22	2378
111294	2	112	27	51.58	36.38	1457
